spectrum_id,group,nearest_references,similarities
covid_serum_raman::Suspected::136,Suspected,"['cholesterol', 'alb', 'isoleucine', 'albumin', 'arginine']","[0.8613, 0.7807, 0.7608, 0.7486, 0.7477]"
covid_serum_raman::Suspected::137,Suspected,"['cholesterol', 'alb', 'isoleucine', 'albumin', 'arginine']","[0.8578, 0.7788, 0.7541, 0.7523, 0.7475]"
covid_serum_raman::Suspected::138,Suspected,"['albumin', 'cholesterol', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8563, 0.8524, 0.838, 0.816, 0.8082]"
covid_serum_raman::Suspected::139,Suspected,"['cholesterol', 'cholesteryl stearate', '13-methylmyristicacid', 'albumin', 'cholesteryl oleate']","[0.8527, 0.8189, 0.8188, 0.8136, 0.8016]"
covid_serum_raman::Suspected::140,Suspected,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.854, 0.8494, 0.8282, 0.8169, 0.8103]"
covid_serum_raman::Suspected::141,Suspected,"['alb', 'albumin', 'cholesterol', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8594, 0.8478, 0.845, 0.7935, 0.7836]"
covid_serum_raman::Suspected::142,Suspected,"['cholesterol', 'alb', 'albumin', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8473, 0.841, 0.84, 0.7982, 0.7906]"
covid_serum_raman::Suspected::143,Suspected,"['alb', 'albumin', 'cholesterol', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8576, 0.8513, 0.847, 0.7983, 0.7895]"
covid_serum_raman::Suspected::144,Suspected,"['cholesterol', 'albumin', 'ferritin', 'alb', 'cholesteryl stearate']","[0.8359, 0.8127, 0.8079, 0.7848, 0.7668]"
covid_serum_raman::Suspected::145,Suspected,"['cholesterol', 'albumin', 'ferritin', 'alb', 'cholesteryl stearate']","[0.8387, 0.8173, 0.8071, 0.7884, 0.7766]"
covid_serum_raman::Suspected::146,Suspected,"['albumin', 'alb', 'cholesterol', 'ferritin', 'cholesteryl stearate']","[0.8621, 0.8521, 0.827, 0.8257, 0.7781]"
covid_serum_raman::Suspected::147,Suspected,"['albumin', 'alb', 'cholesterol', 'ferritin', 'cholesteryl stearate']","[0.8618, 0.8444, 0.8287, 0.8263, 0.7842]"
covid_serum_raman::Suspected::148,Suspected,"['albumin', 'cholesterol', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8452, 0.8444, 0.8342, 0.8028, 0.7934]"
covid_serum_raman::Suspected::149,Suspected,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8461, 0.8447, 0.8212, 0.8131, 0.8084]"
covid_serum_raman::Suspected::150,Suspected,"['alb', 'cholesterol', 'albumin', 'ferritin', 'arginine']","[0.8621, 0.8266, 0.817, 0.7729, 0.7519]"
covid_serum_raman::Suspected::151,Suspected,"['alb', 'cholesterol', 'albumin', 'ferritin', 'arginine']","[0.8642, 0.8281, 0.8243, 0.7758, 0.7532]"
covid_serum_raman::Suspected::152,Suspected,"['cholesterol', 'alb', 'albumin', 'ferritin', 'cholesteryl stearate']","[0.8527, 0.8031, 0.8024, 0.7908, 0.7596]"
covid_serum_raman::Suspected::153,Suspected,"['cholesterol', 'albumin', 'alb', 'ferritin', 'cholesteryl stearate']","[0.8607, 0.8012, 0.7991, 0.7905, 0.7604]"
covid_serum_raman::Suspected::154,Suspected,"['cholesterol', 'alb', 'albumin', 'ferritin', 'isoleucine']","[0.8381, 0.8123, 0.7729, 0.7623, 0.7512]"
covid_serum_raman::Suspected::155,Suspected,"['cholesterol', 'alb', 'albumin', 'ferritin', 'arginine']","[0.8363, 0.8144, 0.7827, 0.7662, 0.7503]"
covid_serum_raman::Healthy::000,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8517, 0.8502, 0.8389, 0.8134, 0.8072]"
covid_serum_raman::Healthy::001,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8535, 0.8505, 0.8459, 0.8104, 0.8018]"
covid_serum_raman::Healthy::002,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8548, 0.8456, 0.8403, 0.8086, 0.8003]"
covid_serum_raman::Healthy::003,Healthy,"['albumin', 'cholesterol', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8476, 0.8473, 0.843, 0.8064, 0.798]"
covid_serum_raman::Healthy::004,Healthy,"['cholesterol', 'albumin', 'cholesteryl stearate', '13-methylmyristicacid', 'cholesteryl oleate']","[0.8532, 0.8165, 0.814, 0.8102, 0.7961]"
covid_serum_raman::Healthy::005,Healthy,"['cholesterol', 'albumin', 'cholesteryl stearate', '13-methylmyristicacid', 'cholesteryl oleate']","[0.8509, 0.8101, 0.8087, 0.806, 0.7902]"
covid_serum_raman::Healthy::006,Healthy,"['albumin', 'cholesterol', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8493, 0.847, 0.83, 0.8147, 0.8102]"
covid_serum_raman::Healthy::007,Healthy,"['albumin', 'cholesterol', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8511, 0.8471, 0.8331, 0.812, 0.806]"
covid_serum_raman::Healthy::008,Healthy,"['albumin', 'cholesterol', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8511, 0.8461, 0.8421, 0.8047, 0.797]"
covid_serum_raman::Healthy::009,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8512, 0.8451, 0.8388, 0.8018, 0.7904]"
covid_serum_raman::Healthy::010,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.852, 0.8397, 0.8271, 0.8059, 0.7971]"
covid_serum_raman::Healthy::011,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8505, 0.8364, 0.8289, 0.8028, 0.7938]"
covid_serum_raman::Healthy::012,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8512, 0.8482, 0.8356, 0.8159, 0.8089]"
covid_serum_raman::Healthy::013,Healthy,"['albumin', 'cholesterol', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8526, 0.8474, 0.8431, 0.8107, 0.8041]"
covid_serum_raman::Healthy::014,Healthy,"['albumin', 'alb', 'cholesterol', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8569, 0.85, 0.8499, 0.8118, 0.8024]"
covid_serum_raman::Healthy::015,Healthy,"['albumin', 'cholesterol', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8578, 0.857, 0.8335, 0.8289, 0.8216]"
covid_serum_raman::Healthy::016,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8576, 0.857, 0.836, 0.8256, 0.8175]"
covid_serum_raman::Healthy::017,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8577, 0.8558, 0.837, 0.8252, 0.8159]"
covid_serum_raman::Healthy::018,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', 'cholesteryl oleate']","[0.8663, 0.8412, 0.8365, 0.8126, 0.8032]"
covid_serum_raman::Healthy::019,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', 'cholesteryl oleate']","[0.8656, 0.8399, 0.8393, 0.807, 0.7987]"
covid_serum_raman::Healthy::020,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', 'cholesteryl oleate']","[0.8669, 0.842, 0.8327, 0.8182, 0.8091]"
covid_serum_raman::Healthy::021,Healthy,"['cholesterol', 'alb', 'albumin', 'ferritin', 'cholesteryl stearate']","[0.8777, 0.8138, 0.7887, 0.7655, 0.7547]"
covid_serum_raman::Healthy::022,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', 'cholesteryl oleate']","[0.873, 0.8003, 0.7902, 0.7888, 0.7787]"
covid_serum_raman::Healthy::023,Healthy,"['cholesterol', 'alb', 'albumin', 'cholesteryl stearate', 'cholesteryl palmitate']","[0.8752, 0.8029, 0.7965, 0.776, 0.7689]"
covid_serum_raman::Healthy::024,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8434, 0.8407, 0.8377, 0.7981, 0.7915]"
covid_serum_raman::Healthy::025,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8483, 0.8332, 0.8323, 0.7932, 0.7835]"
covid_serum_raman::Healthy::026,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8489, 0.8395, 0.8337, 0.8004, 0.7918]"
covid_serum_raman::Healthy::027,Healthy,"['cholesterol', 'albumin', 'cholesteryl stearate', 'alb', 'cholesteryl oleate']","[0.8653, 0.8492, 0.8296, 0.8278, 0.8191]"
covid_serum_raman::Healthy::028,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', 'cholesteryl oleate']","[0.866, 0.8506, 0.8327, 0.8267, 0.8173]"
covid_serum_raman::Healthy::029,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', 'cholesteryl oleate']","[0.8603, 0.8563, 0.8381, 0.8278, 0.8182]"
covid_serum_raman::Healthy::030,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', 'cholesteryl oleate']","[0.8612, 0.8382, 0.834, 0.801, 0.7894]"
covid_serum_raman::Healthy::031,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', 'cholesteryl oleate']","[0.8613, 0.8392, 0.834, 0.8002, 0.7885]"
covid_serum_raman::Healthy::032,Healthy,"['cholesterol', 'alb', 'albumin', 'cholesteryl stearate', 'cholesteryl oleate']","[0.8729, 0.85, 0.8396, 0.7948, 0.7869]"
covid_serum_raman::Healthy::033,Healthy,"['cholesterol', 'alb', 'albumin', 'cholesteryl stearate', 'cholesteryl oleate']","[0.8551, 0.8523, 0.8451, 0.7945, 0.7824]"
covid_serum_raman::Healthy::034,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8524, 0.8417, 0.838, 0.8034, 0.7933]"
covid_serum_raman::Healthy::035,Healthy,"['alb', 'cholesterol', 'albumin', 'cholesteryl stearate', 'cholesteryl oleate']","[0.8521, 0.851, 0.8476, 0.7961, 0.7843]"
covid_serum_raman::Healthy::036,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', 'ferritin']","[0.8548, 0.8283, 0.8237, 0.7928, 0.785]"
covid_serum_raman::Healthy::037,Healthy,"['cholesterol', 'alb', 'albumin', 'cholesteryl stearate', 'ferritin']","[0.8502, 0.837, 0.8366, 0.7883, 0.788]"
covid_serum_raman::Healthy::038,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', 'ferritin']","[0.8498, 0.8382, 0.8327, 0.7957, 0.7874]"
covid_serum_raman::Healthy::039,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8497, 0.8444, 0.8218, 0.8156, 0.8092]"
covid_serum_raman::Healthy::040,Healthy,"['albumin', 'cholesterol', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8549, 0.8479, 0.8376, 0.814, 0.8075]"
covid_serum_raman::Healthy::041,Healthy,"['albumin', 'alb', 'cholesterol', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8609, 0.848, 0.8449, 0.8088, 0.8015]"
covid_serum_raman::Healthy::042,Healthy,"['cholesterol', 'alb', 'albumin', 'cholesteryl stearate', 'cholesteryl oleate']","[0.882, 0.8201, 0.8184, 0.7951, 0.7886]"
covid_serum_raman::Healthy::043,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', 'cholesteryl oleate']","[0.8869, 0.8169, 0.8067, 0.8047, 0.799]"
covid_serum_raman::Healthy::044,Healthy,"['cholesterol', 'cholesteryl stearate', '13-methylmyristicacid', 'cholesteryl oleate', 'cholesteryl palmitate']","[0.8637, 0.812, 0.8041, 0.7966, 0.796]"
covid_serum_raman::Healthy::045,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', 'ferritin']","[0.8664, 0.8466, 0.846, 0.7978, 0.797]"
covid_serum_raman::Healthy::046,Healthy,"['cholesterol', 'cholesteryl stearate', '13-methylmyristicacid', 'albumin', 'cholesteryl oleate']","[0.85, 0.8087, 0.8083, 0.7995, 0.7903]"
covid_serum_raman::Healthy::047,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8543, 0.8394, 0.828, 0.7998, 0.7897]"
covid_serum_raman::Healthy::048,Healthy,"['cholesterol', 'alb', 'albumin', 'ferritin', 'cholesteryl stearate']","[0.8589, 0.8385, 0.8372, 0.7963, 0.789]"
covid_serum_raman::Healthy::049,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8668, 0.8303, 0.8158, 0.8061, 0.7923]"
covid_serum_raman::Healthy::050,Healthy,"['cholesterol', 'albumin', 'cholesteryl stearate', '13-methylmyristicacid', 'cholesteryl palmitate']","[0.8581, 0.8075, 0.8019, 0.7923, 0.7854]"
covid_serum_raman::Healthy::051,Healthy,"['cholesterol', '13-methylmyristicacid', 'cholesteryl stearate', '14-methylhexadecanoic acid', 'tricaproin']","[0.8516, 0.8092, 0.8081, 0.8026, 0.8002]"
covid_serum_raman::Healthy::052,Healthy,"['cholesterol', 'alb', 'isoleucine', 'albumin', 'arginine']","[0.8492, 0.7994, 0.7633, 0.7584, 0.7454]"
covid_serum_raman::Healthy::053,Healthy,"['cholesterol', 'alb', 'albumin', 'isoleucine', 'ferritin']","[0.8655, 0.8035, 0.771, 0.7586, 0.7576]"
covid_serum_raman::Healthy::054,Healthy,"['albumin', 'alb', 'cholesterol', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8465, 0.8461, 0.8454, 0.7977, 0.7884]"
covid_serum_raman::Healthy::055,Healthy,"['alb', 'albumin', 'cholesterol', 'ferritin', 'cholesteryl stearate']","[0.8719, 0.8598, 0.8387, 0.7946, 0.7913]"
covid_serum_raman::Healthy::056,Healthy,"['alb', 'albumin', 'cholesterol', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8565, 0.8527, 0.8422, 0.7996, 0.7919]"
covid_serum_raman::Healthy::057,Healthy,"['alb', 'cholesterol', 'albumin', 'ferritin', 'cholesteryl stearate']","[0.8573, 0.8403, 0.8397, 0.785, 0.7754]"
covid_serum_raman::Healthy::058,Healthy,"['alb', 'cholesterol', 'albumin', 'ferritin', 'cholesteryl stearate']","[0.8513, 0.8461, 0.8374, 0.7833, 0.7818]"
covid_serum_raman::Healthy::059,Healthy,"['alb', 'cholesterol', 'albumin', 'cholesteryl stearate', 'ferritin']","[0.849, 0.8485, 0.8346, 0.7828, 0.7804]"
covid_serum_raman::Healthy::060,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', 'ferritin']","[0.8531, 0.8193, 0.8181, 0.7859, 0.7744]"
covid_serum_raman::Healthy::061,Healthy,"['cholesterol', 'alb', 'albumin', 'cholesteryl stearate', 'ferritin']","[0.8507, 0.8378, 0.8352, 0.7886, 0.7832]"
covid_serum_raman::Healthy::062,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8503, 0.8118, 0.8045, 0.7907, 0.7833]"
covid_serum_raman::Healthy::063,Healthy,"['cholesterol', 'alb', 'albumin', 'cholesteryl stearate', 'arginine']","[0.8679, 0.8166, 0.8102, 0.7866, 0.7771]"
covid_serum_raman::Healthy::064,Healthy,"['cholesterol', 'alb', 'albumin', 'arginine', 'cholesteryl stearate']","[0.8657, 0.8064, 0.8016, 0.7783, 0.7768]"
covid_serum_raman::Healthy::065,Healthy,"['cholesterol', 'alb', 'albumin', 'cholesteryl stearate', 'cholesteryl oleate']","[0.8728, 0.8233, 0.8156, 0.7853, 0.7788]"
covid_serum_raman::Healthy::066,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8478, 0.8397, 0.8276, 0.8106, 0.806]"
covid_serum_raman::Healthy::067,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8499, 0.8463, 0.8379, 0.8078, 0.7993]"
covid_serum_raman::Healthy::068,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8474, 0.8397, 0.8319, 0.8023, 0.7949]"
covid_serum_raman::Healthy::069,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.846, 0.8341, 0.8297, 0.7947, 0.7861]"
covid_serum_raman::Healthy::070,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8467, 0.8433, 0.8405, 0.7993, 0.7911]"
covid_serum_raman::Healthy::071,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8491, 0.8264, 0.8082, 0.8003, 0.7952]"
covid_serum_raman::Healthy::072,Healthy,"['cholesterol', 'albumin', 'cholesteryl stearate', '13-methylmyristicacid', 'cholesteryl palmitate']","[0.8472, 0.8075, 0.8024, 0.8013, 0.7836]"
covid_serum_raman::Healthy::073,Healthy,"['albumin', 'cholesterol', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8475, 0.8445, 0.8414, 0.8028, 0.796]"
covid_serum_raman::Healthy::074,Healthy,"['albumin', 'alb', 'cholesterol', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8481, 0.844, 0.8405, 0.7972, 0.7907]"
covid_serum_raman::Healthy::075,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8542, 0.851, 0.837, 0.815, 0.8063]"
covid_serum_raman::Healthy::076,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8534, 0.8507, 0.8343, 0.8193, 0.8117]"
covid_serum_raman::Healthy::077,Healthy,"['cholesterol', 'albumin', 'cholesteryl stearate', 'alb', '13-methylmyristicacid']","[0.8562, 0.8377, 0.8183, 0.8155, 0.81]"
covid_serum_raman::Healthy::078,Healthy,"['alb', 'cholesterol', 'albumin', 'cholesteryl stearate', 'ferritin']","[0.8434, 0.8428, 0.8421, 0.7891, 0.7828]"
covid_serum_raman::Healthy::079,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8452, 0.8405, 0.8364, 0.7942, 0.7857]"
covid_serum_raman::Healthy::080,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8449, 0.8381, 0.8316, 0.7977, 0.7908]"
covid_serum_raman::Healthy::081,Healthy,"['alb', 'cholesterol', 'albumin', 'cholesteryl stearate', 'arginine']","[0.8603, 0.8392, 0.835, 0.7816, 0.7795]"
covid_serum_raman::Healthy::082,Healthy,"['cholesterol', 'alb', 'albumin', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8439, 0.8377, 0.8337, 0.7978, 0.7911]"
covid_serum_raman::Healthy::083,Healthy,"['cholesterol', 'alb', 'albumin', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8474, 0.8361, 0.8315, 0.7946, 0.7861]"
covid_serum_raman::Healthy::084,Healthy,"['albumin', 'alb', 'cholesterol', 'ferritin', 'cholesteryl stearate']","[0.8574, 0.857, 0.8383, 0.8008, 0.786]"
covid_serum_raman::Healthy::085,Healthy,"['albumin', 'alb', 'cholesterol', 'cholesteryl stearate', 'ferritin']","[0.8581, 0.8513, 0.8398, 0.7993, 0.7969]"
covid_serum_raman::Healthy::086,Healthy,"['albumin', 'alb', 'cholesterol', 'cholesteryl stearate', 'ferritin']","[0.8569, 0.8513, 0.8393, 0.7977, 0.7951]"
covid_serum_raman::Healthy::087,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8572, 0.8356, 0.824, 0.8079, 0.8]"
covid_serum_raman::Healthy::088,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8506, 0.8467, 0.8445, 0.8031, 0.794]"
covid_serum_raman::Healthy::089,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', 'cholesteryl oleate']","[0.8562, 0.8485, 0.841, 0.8049, 0.7954]"
covid_serum_raman::Healthy::090,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.855, 0.8251, 0.8103, 0.8101, 0.8042]"
covid_serum_raman::Healthy::091,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8565, 0.8349, 0.8219, 0.8079, 0.7991]"
covid_serum_raman::Healthy::092,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8542, 0.8331, 0.8241, 0.8046, 0.7961]"
covid_serum_raman::Healthy::093,Healthy,"['albumin', 'alb', 'cholesterol', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8661, 0.8622, 0.8421, 0.8089, 0.8021]"
covid_serum_raman::Healthy::094,Healthy,"['albumin', 'alb', 'cholesterol', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8677, 0.8618, 0.8422, 0.8128, 0.8066]"
covid_serum_raman::Healthy::095,Healthy,"['albumin', 'alb', 'cholesterol', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8692, 0.8623, 0.8421, 0.8143, 0.8089]"
covid_serum_raman::Healthy::096,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8484, 0.8318, 0.8252, 0.7889, 0.7786]"
covid_serum_raman::Healthy::097,Healthy,"['alb', 'cholesterol', 'albumin', 'cholesteryl stearate', 'ferritin']","[0.8515, 0.8462, 0.8414, 0.785, 0.7798]"
covid_serum_raman::Healthy::098,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8492, 0.8185, 0.8071, 0.7934, 0.7862]"
covid_serum_raman::Healthy::099,Healthy,"['alb', 'cholesterol', 'albumin', 'cholesteryl stearate', 'cholesteryl oleate']","[0.8515, 0.8509, 0.8476, 0.8009, 0.7906]"
covid_serum_raman::Healthy::100,Healthy,"['albumin', 'alb', 'cholesterol', 'cholesteryl stearate', 'cholesteryl oleate']","[0.856, 0.8546, 0.8538, 0.8068, 0.7985]"
covid_serum_raman::Healthy::101,Healthy,"['alb', 'cholesterol', 'albumin', 'cholesteryl stearate', 'cholesteryl oleate']","[0.8541, 0.8524, 0.8523, 0.8008, 0.7922]"
covid_serum_raman::Healthy::102,Healthy,"['albumin', 'alb', 'cholesterol', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8759, 0.8691, 0.8443, 0.816, 0.8087]"
covid_serum_raman::Healthy::103,Healthy,"['albumin', 'alb', 'cholesterol', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8726, 0.86, 0.8453, 0.8201, 0.8151]"
covid_serum_raman::Healthy::104,Healthy,"['albumin', 'alb', 'cholesterol', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8731, 0.8643, 0.8452, 0.8177, 0.8116]"
covid_serum_raman::Healthy::105,Healthy,"['cholesterol', 'albumin', 'cholesteryl stearate', '13-methylmyristicacid', 'alb']","[0.8578, 0.8248, 0.8149, 0.8071, 0.8036]"
covid_serum_raman::Healthy::106,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', 'cholesteryl oleate']","[0.8595, 0.8444, 0.836, 0.8104, 0.8011]"
covid_serum_raman::Healthy::107,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', 'cholesteryl oleate']","[0.8578, 0.841, 0.8322, 0.8071, 0.7958]"
covid_serum_raman::Healthy::108,Healthy,"['cholesterol', 'albumin', 'cholesteryl stearate', '13-methylmyristicacid', 'cholesteryl oleate']","[0.8584, 0.8309, 0.8307, 0.8259, 0.816]"
covid_serum_raman::Healthy::109,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8591, 0.8546, 0.8341, 0.8295, 0.8206]"
covid_serum_raman::Healthy::110,Healthy,"['cholesterol', 'albumin', 'cholesteryl stearate', '13-methylmyristicacid', 'cholesteryl oleate']","[0.8566, 0.8313, 0.8249, 0.8198, 0.8093]"
covid_serum_raman::Healthy::111,Healthy,"['cholesterol', 'albumin', 'cholesteryl stearate', '13-methylmyristicacid', 'cholesteryl palmitate']","[0.8516, 0.8298, 0.8166, 0.8128, 0.7992]"
covid_serum_raman::Healthy::112,Healthy,"['cholesterol', 'albumin', 'cholesteryl stearate', '13-methylmyristicacid', 'cholesteryl palmitate']","[0.852, 0.8261, 0.8162, 0.812, 0.7983]"
covid_serum_raman::Healthy::113,Healthy,"['cholesterol', 'albumin', 'cholesteryl stearate', '13-methylmyristicacid', 'cholesteryl palmitate']","[0.8513, 0.8277, 0.8208, 0.818, 0.802]"
covid_serum_raman::Healthy::114,Healthy,"['cholesterol', 'alb', 'albumin', 'cholesteryl stearate', 'arginine']","[0.8504, 0.8277, 0.8179, 0.7865, 0.7837]"
covid_serum_raman::Healthy::115,Healthy,"['cholesterol', 'arginine', 'cholesteryl stearate', 'albumin', '13-methylmyristicacid']","[0.8532, 0.7939, 0.7911, 0.7849, 0.784]"
covid_serum_raman::Healthy::116,Healthy,"['cholesterol', 'albumin', 'cholesteryl stearate', 'alb', 'arginine']","[0.853, 0.8026, 0.7968, 0.7932, 0.7905]"
covid_serum_raman::Healthy::117,Healthy,"['cholesterol', 'albumin', 'cholesteryl stearate', 'alb', '13-methylmyristicacid']","[0.8525, 0.8332, 0.8147, 0.8141, 0.8097]"
covid_serum_raman::Healthy::118,Healthy,"['cholesterol', 'albumin', 'cholesteryl stearate', '13-methylmyristicacid', 'alb']","[0.8532, 0.8283, 0.8135, 0.8083, 0.8056]"
covid_serum_raman::Healthy::119,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8504, 0.8437, 0.8288, 0.8098, 0.8025]"
covid_serum_raman::Healthy::120,Healthy,"['cholesterol', 'albumin', 'cholesteryl stearate', '13-methylmyristicacid', 'alb']","[0.8491, 0.8317, 0.8125, 0.8084, 0.7991]"
covid_serum_raman::Healthy::121,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8467, 0.8323, 0.813, 0.8025, 0.7961]"
covid_serum_raman::Healthy::122,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8477, 0.8418, 0.8225, 0.8073, 0.8]"
covid_serum_raman::Healthy::123,Healthy,"['cholesterol', 'albumin', 'cholesteryl stearate', '13-methylmyristicacid', 'cholesteryl palmitate']","[0.8486, 0.8279, 0.8149, 0.8135, 0.797]"
covid_serum_raman::Healthy::124,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.849, 0.8426, 0.8222, 0.8085, 0.8027]"
covid_serum_raman::Healthy::125,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8455, 0.8362, 0.8113, 0.8085, 0.8063]"
