canonical_analyte_name,chemical_class,biochemical_family,reference_dataset,reference_modality,substrate,excitation_nm,number_of_measured_spectra,is_pure_analyte,is_literature_only,is_digitized_spectrum,dominant_legacy_axis,mapped_gaira_axes,mapping_confidence,evidence_tier,source_path,notes
pepsinogen,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),SERS(likely),Metal rings,1064.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
major proteinase,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),Raman,Glass microscope slide,488.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
major proteinase,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),Raman,Glass microscope slide,532.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
major proteinase,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),SERS(likely),Metal rings,1064.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
superoxide dismutases,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),Raman,Glass microscope slide,488.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
superoxide dismutases,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),Raman,Glass microscope slide,532.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
superoxide dismutases,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),SERS(likely),Metal rings,1064.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
trypsinogen,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),Raman,Glass microscope slide,488.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
trypsinogen,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),Raman,Glass microscope slide,532.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
trypsinogen,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),SERS(likely),Metal rings,1064.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
trypsin inhibitor,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),Raman,Glass microscope slide,488.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
trypsin inhibitor,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),Raman,Glass microscope slide,532.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
trypsin inhibitor,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),SERS(likely),Metal rings,1064.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
thaumatin,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),Raman,Glass microscope slide,488.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
thaumatin,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),Raman,Glass microscope slide,532.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
thaumatin,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),SERS(likely),Metal rings,1064.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
triosephosphate isomerase,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),Raman,Glass microscope slide,488.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
triosephosphate isomerase,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),Raman,Glass microscope slide,532.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
triosephosphate isomerase,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),SERS(likely),Metal rings,1064.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,membrane_lipid,G08_lipid_acyl_membrane;G09_sterol_neutral_lipid,derived_split(ambiguous),1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
trypsin,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),Raman,Glass microscope slide,488.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
trypsin,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),Raman,Glass microscope slide,532.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
trypsin,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),SERS(likely),Metal rings,1064.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
ubiquitin,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),Raman,Glass microscope slide,488.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
ubiquitin,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),Raman,Glass microscope slide,532.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
ubiquitin,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),SERS(likely),Metal rings,1064.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
glucose oxidase,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),Raman,Glass microscope slide,532.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
glucose oxidase,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),SERS(likely),Metal rings,1064.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
xylanase,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),Raman,Glass microscope slide,488.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,glycan_carbohydrate,G05_glycan_carbohydrate,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
xylanase,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),Raman,Glass microscope slide,532.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,glycan_carbohydrate,G05_glycan_carbohydrate,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
xylanase,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),SERS(likely),Metal rings,1064.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,glycan_carbohydrate,G05_glycan_carbohydrate,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
cytochrome c,Proteins/Hemeproteins,Proteins,RamanBioLib(grounding_molecule_bsv),Raman,Glass microscope slide,488.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,purine_nucleotide,G01_purine_nucleotide;G02_purine_metabolite,derived_split(ambiguous),1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
cytochrome c,Proteins/Hemeproteins,Proteins,RamanBioLib(grounding_molecule_bsv),Raman,Glass microscope slide,532.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,pyrimidine_nucleotide,G03_pyrimidine_nucleotide,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
a-dna,NucleicAcids,NucleicAcids,RamanBioLib(grounding_molecule_bsv),unknown,,514.5,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,pyrimidine_nucleotide,G03_pyrimidine_nucleotide,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
b-dna,NucleicAcids,NucleicAcids,RamanBioLib(grounding_molecule_bsv),unknown,,514.5,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,pyrimidine_nucleotide,G03_pyrimidine_nucleotide,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
t-rna,NucleicAcids,NucleicAcids,RamanBioLib(grounding_molecule_bsv),unknown,,488.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,pyrimidine_nucleotide,G03_pyrimidine_nucleotide,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
ceramide,Lipids,Lipids,RamanBioLib(grounding_molecule_bsv),Raman,Glass tube,1064.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,membrane_lipid,G08_lipid_acyl_membrane;G09_sterol_neutral_lipid,derived_split(ambiguous),1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
melanin,Pigments,Pigments,RamanBioLib(grounding_molecule_bsv),unknown,,785.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,aromatic_amino_acid,G07_aromatic_residue,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
melanin,Pigments,Pigments,RamanBioLib(grounding_molecule_bsv),unknown,,632.8,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,membrane_lipid,G08_lipid_acyl_membrane;G09_sterol_neutral_lipid,derived_split(ambiguous),1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
melanin,Pigments,Pigments,RamanBioLib(grounding_molecule_bsv),unknown,,514.5,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,membrane_lipid,G08_lipid_acyl_membrane;G09_sterol_neutral_lipid,derived_split(ambiguous),1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
melanin,Pigments,Pigments,RamanBioLib(grounding_molecule_bsv),unknown,,457.9,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,membrane_lipid,G08_lipid_acyl_membrane;G09_sterol_neutral_lipid,derived_split(ambiguous),1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
2-deoxy-d-ribose,Saccharides/Monosaccharides,Saccharides,RamanBioLib(grounding_molecule_bsv),SERS(likely),Metal discs,1064.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,pyrimidine_nucleotide,G03_pyrimidine_nucleotide,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
amylopectin,Saccharides/Polysaccharides,Saccharides,RamanBioLib(grounding_molecule_bsv),SERS(likely),Metal discs,1064.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,glycan_carbohydrate,G05_glycan_carbohydrate,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
amylose,Saccharides/Polysaccharides,Saccharides,RamanBioLib(grounding_molecule_bsv),SERS(likely),Metal discs,1064.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,glycan_carbohydrate,G05_glycan_carbohydrate,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
d-(+)-galactose,Saccharides/Monosaccharides,Saccharides,RamanBioLib(grounding_molecule_bsv),SERS(likely),Metal discs,1064.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,nucleic_acid_backbone,G04_nucleic_acid_phosphate,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
d-(+)-glucose,Saccharides/Monosaccharides,Saccharides,RamanBioLib(grounding_molecule_bsv),SERS(likely),Metal discs,1064.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,nucleic_acid_backbone,G04_nucleic_acid_phosphate,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
d-(+)-lactose monohydrate,Saccharides/Disaccharides,Saccharides,RamanBioLib(grounding_molecule_bsv),SERS(likely),Metal discs,1064.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,glycan_carbohydrate,G05_glycan_carbohydrate,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
d-(+)-maltose monohydrate,Saccharides/Disaccharides,Saccharides,RamanBioLib(grounding_molecule_bsv),SERS(likely),Metal discs,1064.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,nucleic_acid_backbone,G04_nucleic_acid_phosphate,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
d-(+)-raffinose pentahydrate,Saccharides/Trisaccharides,Saccharides,RamanBioLib(grounding_molecule_bsv),SERS(likely),Metal discs,1064.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,nucleic_acid_backbone,G04_nucleic_acid_phosphate,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
d-(+)-sucrose,Saccharides/Disaccharides,Saccharides,RamanBioLib(grounding_molecule_bsv),SERS(likely),Metal discs,1064.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,nucleic_acid_backbone,G04_nucleic_acid_phosphate,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
d-(+)-xylose,Saccharides/Monosaccharides,Saccharides,RamanBioLib(grounding_molecule_bsv),SERS(likely),Metal discs,1064.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,glycan_carbohydrate,G05_glycan_carbohydrate,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
d-(-)-fructose,Saccharides/Monosaccharides,Saccharides,RamanBioLib(grounding_molecule_bsv),SERS(likely),Metal discs,1064.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,nucleic_acid_backbone,G04_nucleic_acid_phosphate,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
d-(-)-ribose,Saccharides/Monosaccharides,Saccharides,RamanBioLib(grounding_molecule_bsv),SERS(likely),Metal discs,1064.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,nucleic_acid_backbone,G04_nucleic_acid_phosphate,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
glycogen,Saccharides/Polysaccharides,Saccharides,RamanBioLib(grounding_molecule_bsv),SERS(likely),Metal discs,1064.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,glycan_carbohydrate,G05_glycan_carbohydrate,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
l-(+)-arabinose,Saccharides/Monosaccharides,Saccharides,RamanBioLib(grounding_molecule_bsv),SERS(likely),Metal discs,1064.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,aromatic_amino_acid,G07_aromatic_residue,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
ceramide,Lipids,Lipids,RamanBioLib(grounding_molecule_bsv),unknown,,850.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,nucleic_acid_backbone,G04_nucleic_acid_phosphate,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
elastin,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),unknown,,1064.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
keratin,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),Raman," Sample compartment of the
instrument",1064.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
l-asparagine,AminoAcids,AminoAcids,RamanBioLib(grounding_molecule_bsv),unknown,,488.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,membrane_lipid,G08_lipid_acyl_membrane;G09_sterol_neutral_lipid,derived_split(ambiguous),1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
l-aspartic acid,AminoAcids,AminoAcids,RamanBioLib(grounding_molecule_bsv),unknown,,488.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,pyrimidine_nucleotide,G03_pyrimidine_nucleotide,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
glucosamine,Saccharides,Saccharides,RamanBioLib(grounding_molecule_bsv),unknown,,488.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,redox_metabolite,G10_sulfur_thiol_redox;G11_metabolic_small_molecule,derived_split(ambiguous),1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
tubulin,Proteins,Proteins,RamanBioLib(grounding_molecule_bsv),Raman,Coverslip and glass slide,532.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,nucleic_acid_backbone,G04_nucleic_acid_phosphate,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
insulin,Proteins/Hormones,Proteins,RamanBioLib(grounding_molecule_bsv),Raman,Gold-coated glass sustrate,633.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
diethylstilbestrol,Lipids/Hormones,Lipids,RamanBioLib(grounding_molecule_bsv),unknown,,532.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,pyrimidine_nucleotide,G03_pyrimidine_nucleotide,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
estradiol,Lipids/Hormones,Lipids,RamanBioLib(grounding_molecule_bsv),unknown,,532.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
estriol,Lipids/Hormones,Lipids,RamanBioLib(grounding_molecule_bsv),unknown,,532.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,protein_backbone,G06_protein_peptide_backbone,resolved,1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
estrone,Lipids/Hormones,Lipids,RamanBioLib(grounding_molecule_bsv),unknown,,532.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,purine_nucleotide,G01_purine_nucleotide;G02_purine_metabolite,derived_split(ambiguous),1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
ethinylestradiol,Lipids/Hormones,Lipids,RamanBioLib(grounding_molecule_bsv),unknown,,532.0,NA(1 collapsed BSV row; raw not in this table),True,False,unknown,purine_nucleotide,G01_purine_nucleotide;G02_purine_metabolite,derived_split(ambiguous),1,/Users/surajpg/projects/GAIRA/streamlit_apps/gaira_demo/data/grounding_molecule_bsv.csv,one row per analyte; BSV is precomputed 8-axis; raw spectrum not co-located
